PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2017-07-20 09:52:49,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:54:44,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:56:24,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:56:47,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:57:20,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:57:39,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:57:52,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 09:57:56,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 10:02:23,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,697kb,
2017-07-20 10:08:11,2152058,1,1,Pedagogico,"edital_de_abertura_n_01_2017.pdf",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,347kb,
2017-07-20 10:14:15,2178394,1,1,Biblioteca,"ACFrOgDu9V0vKDCYqyJo34re8ZSsKpn43wLrnb6tXpvp22TeuGI5Mcay10ebBTmmoj9ZhRaGrJ5Awhxm_XRBFrfOo2HSNENeZtIMbeHbopMBV-oFajn7kbQnY4THBtA=",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,782kb,
2017-07-20 10:27:10,2178394,1,1,Biblioteca,"Microsoft Word - RESUMO-PROJETO",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,945kb,
2017-07-20 10:29:31,2178394,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,703kb,
2017-07-20 10:33:22,2152058,1,1,Pedagogico,"edital_de_abertura_n_01_2017.pdf",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,347kb,
2017-07-20 10:37:12,2901498,11,1,Pedagogico,"Microsoft Word - letreiro mensagem",CAPAU-251022,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,35kb,
2017-07-20 10:42:56,2262150,1,1,Controle Academico,"Microsoft Word - Documento1",CAPAU-251019,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,131kb,
2017-07-20 11:34:33,2762200,1,1,Almoxarifado,"certidao_69345023372.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1043kb,
2017-07-20 13:01:44,2891643,1,1,Saude,"Microsoft Word - Requisição Nº 21 - Master Frios",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,900kb,
2017-07-20 13:34:13,2891643,2,1,Saude,"Lojas especializadas e de suvenir em Ar... e de suvenir em Aracaju - TripAdvisor",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2641kb,
2017-07-20 13:41:54,2891643,3,1,Saude,"2017: O que fazer em Aracaju - Os 10 melhores pontos turísticos - TripAdvisor",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,7731kb,
2017-07-20 14:14:15,2891643,1,1,Saude,"Administre suas reservas - Booking.com",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1446kb,
2017-07-20 14:23:40,2891643,1,1,Saude,"Administre suas reservas - Booking.com",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1383kb,
2017-07-20 14:53:14,2891643,1,1,Saude,"Microsoft Word - Material de limpeza- gasto mensal",CAPAU-250999,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1102kb,
2017-07-20 11:34:33,2762200,1,1,Almoxarifado,"certidao_69345023372.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1043kb,
2017-07-20 11:34:33,2762200,1,1,Almoxarifado,"certidao_69345023372.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1043kb,
2017-07-20 11:34:33,2762200,1,1,Almoxarifado,"certidao_69345023372.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1043kb,
2017-07-20 11:34:33,2762200,1,1,Almoxarifado,"certidao_69345023372.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1043kb,
2017-07-20 11:34:33,2762200,1,1,Almoxarifado,"certidao_69345023372.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1043kb,
2017-07-20 11:34:33,2762200,1,1,Almoxarifado,"certidao_69345023372.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1043kb,
2017-07-20 11:34:33,2762200,1,1,Almoxarifado,"certidao_69345023372.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1043kb,
