PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2017-07-19 14:24:04,2152058,1,17,Pedagogico,"Microsoft Word - Avaliação 3º Ano de Informática Recuperação 1º Bimestre",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,32kb,
2017-07-19 15:14:31,1060949,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:15:15,1060949,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:15:32,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:15:56,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:16:21,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:16:54,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:17:29,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:18:04,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:18:43,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:18:55,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,695kb,
2017-07-19 15:19:17,1060949,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111255,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,693kb,
2017-07-19 15:37:38,2152058,1,18,Pedagogico,"Microsoft Word - Prova Mensal_1° Bimestre",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,188kb,
2017-07-19 16:25:59,2156915,1,1,Biblioteca,"Os Mosqueteiros: Cupom de Desconto",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1025kb,
2017-07-19 16:30:44,2151655,1,1,Almoxarifado,"Req. Agostinho 52.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,689kb,
2017-07-19 16:31:14,2151655,1,1,Almoxarifado,"Req. William 41.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,688kb,
2017-07-19 16:36:58,2178304,1,1,DAP,"capa_23178.000215_2017-51.pdf",CAPAU-251028,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,76kb,
2017-07-19 16:37:03,2178304,1,1,DAP,"capa_23178.000215_2017-51.pdf",CAPAU-251028,A4,PCL5,,,DUPLEX,NOT GRAYSCALE,59kb,
2017-07-19 16:38:07,2178304,1,1,DAP,"Microsoft Word - Geral",CAPAU-251028,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,70kb,
2017-07-19 16:38:31,2901498,1,1,Pedagogico,"Microsoft Word - Documento1",CAPAU-251022,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,1kb,
2017-07-19 16:49:16,2762200,1,1,Almoxarifado,"ADE.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1179kb,
2017-07-19 16:49:47,2762200,5,1,Almoxarifado,"ADE2.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,5416kb,
2017-07-19 16:50:17,2762200,6,1,Almoxarifado,"ADE4.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,6418kb,
2017-07-19 16:50:40,2762200,1,1,Almoxarifado,"ADE3.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1175kb,
2017-07-19 17:13:28,2264079,1,1,DAP,"Microsoft Word - Demanda - Eventos",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,42kb,
2017-07-19 17:19:06,2264079,1,1,DAP,"Instituto Federal do Piauí - Imprimir M...do - Solicitação de Compras ou Serviço",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,143kb,
2017-07-19 17:19:11,2264079,1,1,DAP,"Instituto Federal do Piauí - Imprimir Anexo - Solicitação de Compras ou Serviço",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,175kb,
2017-07-19 17:20:33,2264079,1,1,DAP,"certidao_20910555000188.pdf",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,214kb,
2017-07-19 17:21:10,2264079,1,1,DAP,"Documento sem título",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,161kb,
2017-07-19 17:22:27,2264079,1,1,DAP,"https://www.sifge.caixa.gov.br/Empresa/...=&VARCoNumRegul=2017070908284422504679",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,168kb,
2017-07-19 17:23:12,2264079,1,1,DAP,"Portal da Transparência - Cadastro de Empresas Inidôneas e Suspensas",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,110kb,
2017-07-19 17:24:00,2264079,1,1,DAP,"certidaoNegativa (16).pdf",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,121kb,
2017-07-19 17:24:26,2264079,1,1,DAP,"https://contas.tcu.gov.br/certidao/Web/...kUoloP7FR1bRgXoB.host1a10:ce03-arqref7",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,153kb,
2017-07-19 17:30:28,2264079,1,1,DAP,"(anonymous)",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,68kb,
2017-07-19 17:30:46,2264079,1,1,DAP,"capa_23178.000216-2017-11.pdf",CAPAU-250998,A4,PCL5,,,DUPLEX,NOT GRAYSCALE,60kb,
2017-07-19 17:42:24,2152058,1,1,Pedagogico,"Microsoft Word - memorando de pagamento AGOSTO - Copia",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,97kb,
2017-07-19 17:43:07,2152058,1,1,Pedagogico,"Microsoft Word - memorando de pagamento AGOSTO - Copia",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,97kb,
2017-07-19 17:51:26,2264079,1,1,DAP,"SIASGnet-DC - Encerrar Dispensa",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,131kb,
2017-07-19 17:53:46,2152058,1,1,Pedagogico,"Microsoft Word - memorando de pagamento AGOSTO - Copia",CAPAU-251018,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,97kb,
2017-07-19 19:52:39,2160484,1,1,Gabinete,"FaturaHipercard-06-2017.pdf",CAPAU-251024,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1516kb,
2017-07-19 19:59:18,2160484,1,2,Coord_Cursos,"Contrato pós-grduação MBA Profissional com desconto pelo Educa+Brasil (2).pdf",CAPAU-251024,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,58kb,
2017-07-19 20:01:05,2160484,1,2,Pedagogico,"Contrato pós-grduação MBA Profissional com desconto pelo Educa+Brasil (2).pdf",CAPAU-251024,A4,ZJSTREAM,,,NOT DUPLEX,GRAYSCALE,58kb,
2017-07-19 20:04:24,2160484,2,1,Gabinete,"Contrato pós-grduação MBA Profissional com desconto pelo Educa+Brasil (2).pdf",CAPAU-251024,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1929kb,
