PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2017-07-17 15:51:16,2160484,3,1,Almoxarifado,"FORMULARIO EMAIL CONTA DOMINIO.pdf",CAPAU-251024,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2810kb,
2017-07-17 15:57:48,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1705kb,
2017-07-17 15:59:36,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1705kb,
2017-07-17 16:00:39,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1705kb,
2017-07-17 16:14:10,2151655,1,1,Almoxarifado,"Req. Vinicius Dias 12.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,705kb,
2017-07-17 17:26:11,2264079,1,1,DAP,"Orçamento (1).xlsx",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,77kb,
2017-07-17 17:39:18,2264079,1,1,DAP,"Instituto Federal do Piauí - Imprimir M...do - Solicitação de Compras ou Serviço",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,158kb,
2017-07-17 17:39:22,2264079,1,1,DAP,"Instituto Federal do Piauí - Imprimir Anexo - Solicitação de Compras ou Serviço",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,227kb,
2017-07-17 17:52:58,2264079,1,1,DAP,"(anonymous)",CAPAU-250998,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,78kb,
2017-07-17 17:54:11,2264079,1,1,DAP,"comprovante_23178.000212-2017-17.pdf",CAPAU-250998,A4,PCL5,,,DUPLEX,NOT GRAYSCALE,54kb,
