PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2017-07-14 09:21:21,2178304,1,1,DAP,"ACFrOgBbo-zMuFNSRDHmG3Hy2WZW_8MVPRH7R3gh3AKkb-MZ0lr8SR_rGVQj6knhYo9ROwyna-9H9Y68vN-r8KRVFdeOpSG4Ux9bLUsZjN80FzXAGmX15O_e1EzL3i8=",CAPAU-251028,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,65kb,
2017-07-14 09:21:42,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1006kb,
2017-07-14 09:21:45,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1006kb,
2017-07-14 09:22:46,2178304,1,1,Almoxarifado,"ACFrOgBbo-zMuFNSRDHmG3Hy2WZW_8MVPRH7R3gh3AKkb-MZ0lr8SR_rGVQj6knhYo9ROwyna-9H9Y68vN-r8KRVFdeOpSG4Ux9bLUsZjN80FzXAGmX15O_e1EzL3i8=",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,665kb,
2017-07-14 09:30:34,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,763kb,
2017-07-14 10:40:41,2151590,1,1,Almoxarifado,"Fatura Eletrobras-06-2017-Paulistana.pdf",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,8061kb,
2017-07-14 10:42:53,2151590,1,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,921kb,
2017-07-14 10:55:35,2151590,1,1,Almoxarifado,"Nota Fiscal de Serviços Eletrônica",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1023kb,
2017-07-14 11:03:41,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,994kb,
2017-07-14 11:06:13,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1009kb,
2017-07-14 11:06:53,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1007kb,
2017-07-14 11:07:42,2762200,2,1,Almoxarifado,"certidao_06840748000189.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1811kb,
2017-07-14 11:08:32,2762200,1,1,Almoxarifado,"consultarSituacaoFornecedor-2.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1016kb,
2017-07-14 11:08:49,2257309,1,1,Almoxarifado,"Conta Vinculada D&L",CAPAU-251006,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,866kb,
2017-07-14 11:11:03,2151590,2,1,Almoxarifado,"Memor Circ nº 133.2017 - solicita dados.pdf",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,4900kb,
2017-07-14 11:11:20,2151590,2,1,Almoxarifado,"Microsoft Word - ANEXO - Memo Circ nº 133.2017 - solicita dados...",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1949kb,
2017-07-14 11:13:51,2151655,1,1,Almoxarifado,"Req. William 40.pdf",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,718kb,
2017-07-14 11:22:38,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,750kb,
2017-07-14 11:24:07,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1001kb,
2017-07-14 11:24:50,2257309,2,1,Almoxarifado,"Microsoft Word - Glosa D&L Maio 2017",CAPAU-251006,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1866kb,
2017-07-14 11:25:36,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,750kb,
2017-07-14 11:27:37,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,744kb,
2017-07-14 11:30:36,2257309,2,1,Almoxarifado,"Microsoft Word - MEMO - Conta Vinculada.docx PARA CONTADORA Ação",CAPAU-251000,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1678kb,
2017-07-14 11:30:57,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,747kb,
2017-07-14 11:32:28,2151590,2,1,Almoxarifado,"Microsoft Word - ANEXO - Memo Circ nº 133.2017 - solicita dados...",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1876kb,
2017-07-14 11:38:25,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,748kb,
2017-07-14 11:41:45,2151590,1,1,Almoxarifado,"ACFrOgDbNpZFBw5hvBX_uPWW19hUlSq4uhpGrUeW5AUG8Qv2LjHogEPNsjdhDRY4ghi5qaF9R0cfqIet1lKAzs9OwUQh-wvONpW90ypTrNlblt9Ey4pUIsChXLmeXGI=",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,808kb,
2017-07-14 11:47:35,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,763kb,
2017-07-14 11:47:42,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,763kb,
2017-07-14 12:40:08,2156915,1,1,Biblioteca,"http://consulta.tesouro.fazenda.gov.br/gru_novosite/gerarHTML.asp",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1365kb,
2017-07-14 13:21:20,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1800kb,
2017-07-14 13:21:51,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1001kb,
2017-07-14 13:22:55,2762200,1,1,Almoxarifado,"certidao_09558001000120.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1069kb,
2017-07-14 13:23:50,2762200,1,1,Almoxarifado,"consultarSituacaoFornecedor.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1148kb,
2017-07-14 13:38:35,2762200,1,1,Almoxarifado,"Emissão de 2ª via de Certidão",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1234kb,
2017-07-14 13:39:40,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1135kb,
2017-07-14 13:39:57,2178304,1,1,Almoxarifado,"Microsoft Word - MICRO",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1010kb,
2017-07-14 13:43:29,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,749kb,
2017-07-14 13:46:35,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,753kb,
2017-07-14 13:46:59,2762200,1,1,Almoxarifado,"consultarSituacaoFornecedor-1.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1123kb,
2017-07-14 13:48:06,2762200,1,1,Almoxarifado,"certidao_09172237000124.pdf",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1064kb,
2017-07-14 13:48:10,2178304,1,1,Almoxarifado,"9 x 13 cm. (4)",CAPAU-251028,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1466kb,
2017-07-14 13:48:37,2762200,1,1,Almoxarifado,"Simples Nacional",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1026kb,
2017-07-14 13:49:42,2156915,1,1,Biblioteca,"RelatoriosExibeResultadoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,758kb,
2017-07-14 13:51:08,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,786kb,
2017-07-14 13:51:11,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,673kb,
2017-07-14 13:59:14,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1025kb,
2017-07-14 14:12:12,2151655,3,1,Almoxarifado,"Busca de Inventários - SUAP: Sistema Unificado de Administração Pública",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2449kb,
2017-07-14 14:14:04,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,764kb,
2017-07-14 14:14:22,2762200,1,1,Almoxarifado,"Java Printing",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,746kb,
2017-07-14 14:16:36,2151655,1,1,Almoxarifado,"Busca de Inventários - SUAP: Sistema Unificado de Administração Pública",CAPAU-251027,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,911kb,
2017-07-14 14:29:09,2151205,1,1,Disciplina,"Microsoft Word - Documento1",CAPAU-251029,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2909kb,
2017-07-14 14:29:29,2151205,1,1,Disciplina,"Microsoft Word - Documento1",CAPAU-251029,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,2909kb,
2017-07-14 14:48:40,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 14:50:15,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 14:51:03,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 14:51:22,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 14:51:51,2178394,1,1,Biblioteca,"CirculacaoDeclaracaoServlet",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,691kb,
2017-07-14 15:01:08,2178394,1,1,Biblioteca,"document(3).pdf",CAPAU-111257,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,687kb,
2017-07-14 15:05:41,2151590,8,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,7662kb,
2017-07-14 15:08:25,2151590,1,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,921kb,
2017-07-14 15:08:33,2151590,1,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,924kb,
2017-07-14 15:08:38,2151590,1,1,Almoxarifado,"Microsoft Word - Despacho timbre",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,922kb,
2017-07-14 15:27:45,2762200,2,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1787kb,
2017-07-14 15:35:11,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1016kb,
2017-07-14 15:43:41,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,1039kb,
2017-07-14 15:49:39,2762200,1,1,Almoxarifado,"Relatórios 80 colunas - B",CAPAU-250995,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,998kb,
2017-07-14 16:53:52,2151590,1,1,Almoxarifado,"Microsoft Word - Memo 61",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,741kb,
2017-07-14 16:55:43,2151590,1,1,Almoxarifado,"Microsoft Word - Memo 61",CAPAU-251010,,PDF,,,NOT DUPLEX,NOT GRAYSCALE,741kb,
2017-07-14 16:56:39,2151590,1,1,DAP,"Microsoft Word - Memo 61",CAPAU-251010,A4,PCL5,,,NOT DUPLEX,NOT GRAYSCALE,86kb,
